09-16 15:00:00.293 23970 23970 E AndroidRuntime: FATAL EXCEPTION: main
09-16 15:00:00.293 23970 23970 E AndroidRuntime: Process: br.com.wanotifkeeper, PID: 23970
09-16 15:00:00.293 23970 23970 E AndroidRuntime: java.lang.IllegalStateException: A migration from 6 to 5 was required but not found. Please provide the necessary Migration path via RoomDatabase.Builder.addMigration(Migration ...) or allow for destructive migrations via one of the RoomDatabase.Builder.fallbackToDestructiveMigration* methods.
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:808)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:804)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1100)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	Suppressed: kotlinx.coroutines.internal.DiagnosticCoroutineContextException: [StandaloneCoroutine{Cancelling}@f587e05, Dispatchers.Main.immediate]
09-18 18:08:23.569  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:23.570  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:23.572  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:23.572  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:23.573  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:23.573  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:23.574  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:23.574  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:23.574  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:23.574  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:23.575  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:23.575  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:23.576  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:23.612  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:23.632  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:23.725  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:23.747  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:24.338  2576  2585 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:24.576  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:24.577  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:24.583  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:24.583  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:24.583  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:24.584  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:24.584  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:24.584  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:24.584  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:24.584  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:24.584  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:24.584  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:24.584  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:24.617  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:24.636  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:24.728  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:24.748  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:25.337  2576  3108 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:25.573  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:25.574  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:25.576  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:25.576  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:25.576  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:25.576  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:25.578  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:25.578  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:25.578  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:25.578  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:25.579  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:25.579  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:25.579  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:25.615  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:25.634  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:25.728  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:25.749  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:26.043   615   615 D io_stats: !@ Write_top(KB): system_server:high(1810) 788 kworker/u32:2:/(21888) 12
09-18 18:08:26.340  2576  2585 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:26.579  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:26.579  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:26.583  3093 18573 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:26.583  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:26.583  3093 18573 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:26.583  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:26.583  3093 18573 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:26.584  3093 18573 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:26.584  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:26.584  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:26.584  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:26.584  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:26.584  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:26.618  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:26.637  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:26.726  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:26.745  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:27.343  2576  3108 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:27.581  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:27.581  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:27.583  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:27.583  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:27.584  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:27.584  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:27.584  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:27.584  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:27.584  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:27.585  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:27.585  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:27.585  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:27.585  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:27.620  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:27.638  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:27.728  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:27.747  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:28.346  2576  2585 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:28.589  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:28.590  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:28.592  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:28.592  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:28.592  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:28.592  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:28.594  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:28.594  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:28.596  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:28.596  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:28.596  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:28.597  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:28.597  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:28.629  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:28.647  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:28.737  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:28.756  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:29.351  2576  3108 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:29.589  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:29.589  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:29.591  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:29.591  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:29.591  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:29.591  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:29.592  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:29.592  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:29.592  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:29.595  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:29.596  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:29.596  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:29.596  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:29.629  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:29.647  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:29.737  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:29.756  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:30.048   615   615 D io_stats: !@ Write_top(KB): kworker/u32:5:/(20715) 152
09-18 18:08:30.352  2576  2585 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:30.592  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:30.593  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:30.596  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:30.596  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:30.596  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:30.597  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:30.597  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:30.597  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:30.598  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:30.598  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:30.598  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:30.598  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:30.598  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:30.635  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:30.653  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:30.744  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:30.764  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:31.357  2576  3108 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:31.596  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:31.596  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:31.599  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:31.599  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:31.600  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:31.600  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:31.600  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:31.600  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:31.600  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:31.600  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:31.600  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:31.603  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:31.604  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
